Taxa	Abl	Bbl	Cbl	Dbl	Ebl	Fbl	Gbl	Hbl	Ibl	Jbl	Kbl	Mbl	Obl	Pbl	Qbl	Rbl	Sbl	Tbl	Ubl	Vbl	Wbl	Xbl
OTU_389	0.000373274	0.000494988	0.000135796	0	5.78E-05	0.001497473	5.98E-05	0	0	0.000570957	0	7.01E-05	0	5.87E-05	0	0	0.000201599	0.000298543	0.000182349	0	0	6.08E-05
OTU_589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174652	0	0
OTU_170	0	0	0.002783813	0	0	0	0	0.000179651	0	0	0	0	0.001432008	5.87E-05	0	0	0	0	0	0.000523956	0	0
OTU_285	0	0.004269274	0.002715915	0	0	0	0	0.000479071	0	0	0.000547379	0	0	0.002230047	0.000535746	0.000192061	0.000537598	0	0	0	0	0
OTU_365	0.001182033	0.000309368	0.000271592	0	0	0.003556498	5.98E-05	0.000239535	0.000849063	0.001015035	0.000304099	0.000491021	0.000630084	0.000880282	0.000297637	0.000576184	0.000470398	0.000537378	0	0.000756826	0.002357156	0.002430429
OTU_866	0	6.19E-05	0.000135796	0.000176149	0	6.24E-05	0	0.000119768	0.000130625	0	0	0	5.73E-05	0	0	0.002432778	0	0	6.08E-05	0	9.43E-05	0
OTU_176	0	0	0	0	0	0	0.000597836	0	0	0	0.001033937	0	0	0	0	0	0	0	0	0.001047913	0	0.000911411
OTU_206	0.000933184	0	0	5.87E-05	0	0	0	0.000299419	0	0	0	0	0	0	0	0	0	5.97E-05	0	0	0	0
OTU_1054	0.000124425	0	0	0	0	0	0	0	0	0	0	0.000631313	5.73E-05	0	0	0	0	0	0.000243132	0	0	0
OTU_118	0	0	0	0	0	0	0	0	0	0	0	0.005260943	0	0	0	0	0	0	0	0.000698609	0	0.004374772
OTU_437	0	0	0	0	0	0	0	0	0	0	0	0.000280584	0	0	0	0	0	0	0	0	0	0.001458257
OTU_321	0	0.001237471	0	0	0.00011554	0	0	0	0	0	0.000973118	0.000491021	0	0	0.000178582	0	0	0	0	0.000116435	0	0.000972172
OTU_350	0	6.19E-05	6.79E-05	0	0	0	0	0.001077909	0	0	0	0.003296857	5.73E-05	0	5.95E-05	0	0.000739198	0	0	0.000407522	0.000848576	0.004921619
OTU_169	0	0	0.009234112	0	0	0	0	5.99E-05	0	0	0	0	0	0	0	0.000320102	0	0	0	0	0	0.002916515
OTU_156	0	0	0	0	0	0	0	0	0	0	0.000486559	0.003226712	0	0	0	0	0	0	0	0	0	0.000546847
OTU_612	0	0	0	0	0	0	0	0.000119768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_68	0.000933184	0	0.005363933	0	0	6.24E-05	0	0.000479071	0.002612501	0.01909535	0.000304099	0.003367003	0	0.000821596	0.000833383	6.40E-05	0.006585579	0.000776212	0	0.000465739	0.010182915	0.000303804
OTU_921	0	0	6.79E-05	0	0	0.000311974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121521
OTU_432	0	0.000123747	0	0	0	0	0	0	0	0	6.08E-05	0	0	0	0	0	0	5.97E-05	0	5.82E-05	0	0.000121521
OTU_252	0.001182033	0.000123747	0.000271592	0	0.00028885	6.24E-05	0	0	0	0	0	0.00035073	0	0	0	0.000384123	0	5.97E-05	6.08E-05	0.000291087	0.000848576	0
OTU_278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023287	0	0.002248147
OTU_454	0	0	0	0	0	0	0	0	0	0	0.000547379	0	0	0	0	0	0	0	0	0	0	0
OTU_470	0	0	0.000271592	0	0	0.000124789	0	0	0	0	0.00018246	0.000140292	0	0	0	0	0	0	0	0	0	0.000364564
OTU_127	0	0	0	0	0.000693241	0	0	0	0	6.34E-05	0	0	0	0	0	0	0	0	0	0	0	0.00249119
OTU_111	0	0.001299344	0.00129006	0	0	0.000249579	0	0.000119768	0	0.000317199	0.0162389	0.001052189	0.000859205	0.000176056	0.00202393	0.000448143	0.000940797	0.000119417	0	0.000815043	0.002451443	0.000425325
OTU_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116435	0	0.000486086
OTU_497	0	0	0	0	0	0.000187184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182282
OTU_184	0.000186637	0	0.000135796	0	0	6.24E-05	0	0.000359303	0.000653125	0.000761276	0.000425739	0.000280584	0	5.87E-05	0.000476219	0.000320102	0	0	0	0.000640391	9.43E-05	0.000121521
OTU_114	0	0	0.020301467	0	0.000808781	0	0	0	0	0	0	0.00035073	0	0	0	0.006466069	0	0	0	0.000640391	0	0.003524122
OTU_115	0	0	0.000882672	0	0	0	0	0.000359303	0	0.002474148	0.000243279	0.000140292	0	0	0	0	0	0.00041796	0	0	0	0.001215214
OTU_137	0	0.003774285	0	0	0	0	0	0.000119768	0	0	0.003040993	0.003858025	0	0.001232394	0	0	0.000873597	0	0	5.82E-05	0	0.002916515
OTU_472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179126	0	0	0	0.000182282
OTU_439	0	0.000185621	0.000543183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000972172
OTU_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001032932
OTU_211	0	0	0	0	0	0	0	0.000119768	0	0	0	0.000420875	0	0	0	0	0.001747194	0	0	0	0	0
OTU_310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003767165
OTU_311	0	0	0.000814775	0	0	0.000124789	0	0	6.53E-05	0.000507518	0	0.000140292	0	0	0	0	0	0	0	0.000116435	0.000188573	0.000546847
OTU_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085065
OTU_148	0	0	0.000882672	0.001644061	0	0.001123105	0	0.000299419	0	0.005709573	6.08E-05	0.000701459	0	0	0	0	0	0	0	0	0.000471431	0
OTU_116	0	0	0	0	0	0	0	0	0	0	0.000243279	0	0	0	0	0.016645327	0	0	0	0.000291087	0	0
OTU_197	0	0.000742482	0.001086366	0	0	0.000748737	0	0.000359303	0.000195938	0	0.000973118	0.001052189	0	0.000410798	0.000416691	6.40E-05	0.000537598	5.97E-05	0	0	0	0.000911411
OTU_133	0.004541496	0.000804356	0.002444324	0	0	0	0	0.000359303	0	0	0.000486559	0	0.000343682	0.000293427	0.000595274	0.000704225	0.000470398	0	6.08E-05	0	0.001791439	0.002673472
OTU_187	0.00136867	0	0	0	0	0.000249579	0	0	0	6.34E-05	0.000364919	0	0	0	0	0	0.001209596	0.001373298	0	0.000291087	9.43E-05	0.000303804
OTU_136	0.002426278	0.000618735	0.000203694	0.000352299	0.000635471	6.24E-05	0	0	0	0	0	0	0.000973766	0	0	0.000512164	0.000537598	0	0	0	0.000660004	0
OTU_673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000425325
OTU_193	0.000124425	0	0.000339489	0	0	6.24E-05	0	0	0.00026125	0.000507518	6.08E-05	0.000631313	0	0	0	0	0.001545595	0	0	0	0.000377145	0.001093693
OTU_393	0	0	0.000746877	0	0	0	0	0	0	0	0	0.000982043	0	0	0	0.000640205	0	5.97E-05	0	0	0	0
OTU_401	0	0.000494988	0	0	0	0	0	0	0	0	0	0	0	0.000117371	0	0	0	0	0	0	0	0.000425325
OTU_340	0	0.000185621	0.001901141	0	0.00034662	0	0	0.000119768	0	0	0.000425739	0.000631313	0	0	0.000773856	0	0.000604798	5.97E-05	0	0	0.001980011	0.001397497
OTU_87	0.000248849	0.002227447	0	0	0.00028885	0.001310289	0	0	0.002547188	0	6.08E-05	0	0.000458243	0.00064554	0	0.005121639	0	0	0	0.000698609	0	0.001458257
OTU_221	6.22E-05	6.19E-05	0.000475285	0	0.00028885	0	0	0.000179651	0	0	6.08E-05	0.00119248	0	0.000528169	0	0.001216389	0.001209596	0.000119417	0	0.000116435	0	0
OTU_376	0	0	0.009505703	0	0.003235124	0	0	5.99E-05	0	0	0	0.000140292	0	0	0	0	0	0	0	0	0	0
OTU_300	0.000808759	0	0.001222162	0	0	0.000124789	0	0	0	0	0.000304099	0.001122334	0	0	0	0.000448143	0	0.000238834	0	0	0	0.000729129
OTU_1014	0	0	0	0	0	0	0	0	0	0.000444078	0.00012164	0	0	0	0	0	0.000403199	0.001015047	0	0	0	0.000121521
OTU_582	0	0.000804356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201599	0	0	0	0	0.000303804
OTU_852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_56	0.000622123	0.000185621	0.004888647	5.87E-05	0	0	0	5.99E-05	0	0	0	0.002314815	0	5.87E-05	0.001726293	0.000704225	0.004972784	0	0.000243132	5.82E-05	0.04780313	0.001275975
OTU_851	0	0.000247494	0.000135796	0	0.001155402	0	0	0	0	0	0	0.00035073	0	0	5.95E-05	0	0	0.000238834	0	5.82E-05	0	0
OTU_713	0	0	0	0	5.78E-05	0	0	0	0	0	0	0.000210438	0	0	0	0	0	0	0	5.82E-05	0	0.001032932
OTU_402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000768246	0	0.000537378	0	0	0	0.000546847
OTU_338	0	0	0	0	0	0	0	0	0	0	0	0.004769921	0	0	0	0	0	0	0	0	0	0.000729129
OTU_226	0	0	0.001493753	0	0	0	0	0	0	0	0.002189515	0	0	0	0	6.40E-05	0	0	0	0.000116435	0	0.000607607
OTU_845	0.009082991	0.0021037	0.000746877	5.87E-05	0.000404391	0.000124789	0.000119567	0.00077849	0.016001568	0	0	0.000701459	0	0.000997653	0.000952438	0	0.004569585	0	0	0.000116435	0.00678861	0.00164054
OTU_692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_637	0	6.19E-05	0	0	0	0	0	0	0	0	6.08E-05	0	0	0	0	0	0.0001344	0	0	0	0	0
OTU_1164	0.000124425	0.000185621	0	0	0	0	0	5.99E-05	0	0.001141915	0	0.00035073	5.73E-05	5.87E-05	0	6.40E-05	0	0.000179126	0	0	9.43E-05	0.000121521
OTU_859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116435	0	0.000364564
OTU_999	0	0	6.79E-05	0	0	0.000748737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_380	0.000373274	0	0.000407387	0	0	0	0	0.000119768	0.00026125	0.000253759	0	0.000210438	0	0.000176056	0	0	6.72E-05	0.000298543	0	0.000174652	0	0.000121521
OTU_995	0.000124425	0.000309368	0.000271592	0	0	0	0.00567944	0.000718606	0.001045	0.000253759	0	0.000210438	0.000114561	5.87E-05	5.95E-05	6.40E-05	0.000604798	5.97E-05	0	0	0	0.000182282
OTU_544	0	0	0	0	0	0	0	0	0	0	0	0.000210438	0.000286402	0	0	0	0	5.97E-05	0.000182349	0	0	0
OTU_161	0	0	0	0	0.00028885	0	0.002271776	0	0	0	0.000243279	0	0	0	0	0	0	0	0	5.82E-05	0	0.002005104
OTU_1130	0.00055991	0	0	0	0	6.24E-05	0	0	0.000914375	0	0	0	0	5.87E-05	5.95E-05	6.40E-05	0.000470398	5.97E-05	6.08E-05	0	9.43E-05	0
OTU_926	0	0	0	0	0.00028885	0	0	0	0	0.000824716	0.000851478	0.000491021	0	0	0	6.40E-05	0.000201599	0	0	0	0.000188573	0.000486086
OTU_204	0	0.000371241	0.000203694	0	0	0	0	0	0	0	0.006142805	0.000210438	0	0	0	0	0	0	0	0.000116435	0	0
OTU_192	0	0	0.000203694	0	0	0	0	0.000479071	0.001045	0	0.00018246	0.000210438	0	0.000293427	0.000119055	0	0	0	0	0	0.000660004	0
OTU_282	0	0.000433115	0	0	0.00011554	0.000311974	0	0	0	0	0.000304099	0	0	0.000176056	0	6.40E-05	0.000268799	0	0	5.82E-05	0	0.000486086
OTU_459	0	0	6.79E-05	0	5.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82E-05	0	0.000243043
OTU_465	0	0	0	0	0	0	0	0	0	0	0.000364919	0	0	0	0.000178582	0	0	0	0	0	0	0
OTU_997	0	0	0.005839218	0	0	0.001809447	0	0	0.000130625	0	0	0	0	0	0.000535746	0.000640205	0.000268799	5.97E-05	0	0.000116435	0.000377145	0
OTU_562	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000293427	0	0	6.72E-05	0.000238834	0	0	0	0.000303804
OTU_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182282
OTU_712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335999	0	0	0	0	0
OTU_334	0	0	0	0	0	0	0	0	0	0	0.001033937	0	0	0	0	0	0	0	0	0	0	0
OTU_475	0	6.19E-05	0.000135796	0	0.00011554	0.000249579	0.000119567	0	0.000195938	0	0	0	0	0	5.95E-05	0	0.000470398	0	0	0.000174652	0	0.000121521
OTU_971	6.22E-05	0	0	0.000469732	0	0	0.000179351	5.99E-05	0	0.000253759	0.000547379	7.01E-05	0	5.87E-05	5.95E-05	0.000704225	0.0001344	0.012419393	0.000547046	0	9.43E-05	0
OTU_720	0	0	0	0	0	0	0	0	0	0	0	0.000771605	0	0	0	0	0	0	0	0.000174652	0	0
OTU_73	0	0.000494988	6.79E-05	0.000117433	0	0.000561552	0	0.000598838	0	0.006153651	0.00018246	0.005401235	0	0.001232394	0	0.005569782	0.000604798	0.000656795	0	0.000116435	0	0.000668368
OTU_333	6.22E-05	0	0.000271592	0	0	6.24E-05	0	0	0	0.000380638	0.000243279	0	0	0	0	0	6.72E-05	0.000656795	0	5.82E-05	0	0.000182282
OTU_72	0	0	0	0.047031883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82E-05	0	0
OTU_246	0	0.00105185	0.001222162	0	0	0.000686342	0	0	0	0	0	0.000701459	0	0	0	0	0.001007997	0	0	0	0	0.00085065
OTU_238	0	0.000866229	0.001969039	0	0.000519931	0.000124789	0	0	0	0	6.08E-05	0	0	0	0	0	0.000268799	0	0	0	0.000377145	0
OTU_789	0.000124425	6.19E-05	0.000271592	0	0	0	0	0	0	0	0.000243279	0	0	0	0	6.40E-05	0	5.97E-05	0	0	0.000942863	0
OTU_583	0	0	0	0	0	0	0.000119567	0	0	0	6.08E-05	0	0	0	0	0	0	0	0	0	0	6.08E-05
OTU_597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001209596	0	0	0	0	0
OTU_142	0	0	0.000203694	0	0	0	0	0	0	0	0	0.000140292	0	0	0.000238109	0.000320102	0.004905584	0	0	0	0	6.08E-05
OTU_75	0	0.000680609	0.000339489	0.000411015	0	0.00106071	0	0.001077909	0	0.005519254	0.000608199	0	0	0.001173709	0	0	0	0.004597564	0	0.006287477	0.000377145	0.000425325
OTU_302	0	0	0	0.000411015	0	0	0.000418485	0	0	0	0.00018246	0	0	0	0	6.40E-05	0	0.000537378	0	0	0	0
OTU_277	0	0	0.000678979	0	0	0	0	0	0	0	0.000243279	0	0	0	0.000357164	0	0	0.000119417	0	0	0	0
OTU_190	0.000622123	0	0	0	0	0.000249579	0	0	0	0	0	0	0	0	0	0.000768246	0	5.97E-05	0	0.000291087	0	0
OTU_585	0	0	0	0	0	0	0	0	0	0	0.00018246	7.01E-05	0	0	0	0	0	0	0	0	0	0.000486086
OTU_218	0	0	0	0	0.000577701	0	0	0.001497096	0	0	0	0	0.001374728	0	0	0	0	0	0	0.000174652	0.000188573	0
OTU_253	0	0	0	0	0	0	0	0	0	0	0	0.004068462	0	0	0	0	0	0	0	0	0	0
OTU_331	0	0.000185621	0	0	0	0	0	0	0	0	0	0	0	0.000117371	0	0	0.000806397	0	0	0	0	0.000243043
OTU_895	0	0	6.79E-05	0	0	0	0	0	0	0	0	0	0	0	0.000178582	0	0	0	0	0	0	0
OTU_405	0	0	0	0	0	0.000124789	0	0	0	0.001459113	0	0	0	0	0	0	0.0001344	0	0	0	0	0
OTU_974	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352113	5.95E-05	0	0	0	0	0	0	0.000182282
OTU_1080	6.22E-05	0	0	0.000117433	0	0.000187184	0.000179351	0	6.53E-05	6.34E-05	0	7.01E-05	0.000114561	0.000117371	0.000119055	0.000384123	0.0001344	0.00041796	0.000729395	0	0	6.08E-05
OTU_704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_69	0	0	0	0	0	0	0	5.99E-05	0.000718438	0.002727907	0	0.000210438	0	0	5.95E-05	0.000320102	0	0.00214951	0	0	0.000377145	0
OTU_935	0	0	0.000203694	0	0	0.000374368	0	0	0	0	0	0	0	0	5.95E-05	0	0	0	0	0	0	0.000911411
OTU_778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_280	0	6.19E-05	0.000271592	0.000176149	0.001502022	0	5.98E-05	0	0	0.000253759	0.001216397	0.000210438	0	0	0	0.000256082	0.000604798	0.000358252	0	0.000291087	0.000660004	0.000182282
OTU_479	0.000248849	0	0	0	0	0	0	0	0	0	0.00012164	0	0	0	0	0.000192061	0	0	0	0	0.000377145	0.000182282
OTU_681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238109	0	0	0	0	0	0	0
OTU_724	6.22E-05	0.013550303	0	0	0.013056037	0.003681288	0	0.001137793	0.061720332	0	0.000364919	0.0539422	0	0.008392019	0.013810346	0	0	0	0.000121566	0	0.000565718	0
OTU_52	0.000870972	0.000123747	0	0.000293582	0.00011554	0.000623947	0.000119567	0.00485059	0.010841878	0.008183721	0.000243279	0	0	0	0.007500446	0.000128041	0.001142396	0.003821352	0.003282276	0	0.003582878	0
OTU_66	0.006283439	0.000371241	0.002308528	0	0	0.001435078	0	0.00077849	0	0.011292267	6.08E-05	0.000140292	0	0.000704225	0.000654801	0	0.001679995	0.000537378	0	0	0.005185744	0
OTU_126	0.003110613	0	0	0	5.78E-05	0	0	5.99E-05	0.004441251	0.000380638	0	0.000140292	0.000859205	0	0.001071492	0	0	5.97E-05	0	0	0	0
OTU_130	0	0	0.000203694	0	0	0	0	5.99E-05	0.000653125	0	6.08E-05	0	0	0	0.000238109	0	0	0.000119417	0	0.00023287	0.001320008	0
OTU_270	0	0	0	0	0	0	0	0	0.002024688	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_135	0.000186637	0	0.001018468	0	0	0	0	0.000179651	0.001959376	0	0	0	0	0	0	0.000896287	0	0.000716503	0	0.001571869	0	0
OTU_820	0	0	0	0	0	0	0	0.001197677	0.000587813	0.003489184	0.000304099	0.001052189	0	0.000234742	0.000238109	0.000256082	0	0.000298543	0	0.000116435	0	0
OTU_345	0	0	0	0	0	0	0	0	0.001698126	0	0.000729838	0	0	0	0	0	0	0	0	0	0	0
OTU_213	0.000684335	0	0	0	0	0	0	0.000119768	0.000587813	0	0	0	0	0	0	0	0	0.001015047	0	0	0	0
OTU_255	0	0	0	0	0	0	0	0	0	0.000570957	0	0	0	0	0	0	0.000201599	0.00041796	0	0	0	0
OTU_1034	0	0.000123747	0	0	0	0	0	0	0.001175625	0	0	0.000420875	0	0.000293427	0	0	0	0	0	0	9.43E-05	0
OTU_592	0	0	0	0	0	0	0	0	0.000130625	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_897	6.22E-05	0	0	0	0	0	0	0	0.00026125	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_363	0.00055991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97E-05	0	0	0.000282859	0
OTU_813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_208	0.00055991	0.000371241	0	0.000528448	0	0	0	0	0.000914375	0	0	0	0	0.000352113	0	0	0	0	0	0	0.000282859	0
OTU_580	0	0	0	0	0	0	0	0	0.000391875	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_647	0	0	0	0	0	0	0	0	6.53E-05	0	0	0	0	0.000176056	0	0	0	0	0	0	9.43E-05	0
OTU_1024	0.000186637	0	6.79E-05	0	0	0.000811131	0.000119567	0	0.000130625	0	0	7.01E-05	0	0	5.95E-05	6.40E-05	0	0	0	0	0	0
OTU_281	0	0	0	0	0	0	0	0	0	0	0	7.01E-05	0	0	0.000654801	0	0.000806397	0	0.000303914	0.00023287	0	0.000121521
OTU_1079	0	0	0	0	0	0	0	0	0.0005225	0	0	0	0	0	0	0	0	0.000179126	0	0	0	0
OTU_527	0	0	0	0	0	0	0	0	0.001045	0	0	7.01E-05	0	0	0	0	0.000403199	0	0	5.82E-05	0	0
OTU_258	0.000186637	0	0.000678979	0	0	0	0	0.000179651	0	0.001649432	0	0	0	0	0	0	0.000739198	0	0	0.000174652	0.000282859	0
OTU_194	0	0.000494988	0	0	0	0	0	0.000179651	0	0	0	0	0	0.000821596	0	0	0.001075197	0	0	0	0	0
OTU_719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335999	0	0	0	0	0
OTU_849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_307	6.22E-05	0	0.000814775	0	0	0	0	5.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000188573	0
OTU_1003	0	0	0	0.000176149	5.78E-05	0	0.000119567	0	6.53E-05	6.34E-05	6.08E-05	7.01E-05	0.000114561	0	5.95E-05	0.000256082	6.72E-05	0.000238834	0.000182349	0	0	6.08E-05
OTU_448	6.22E-05	0	0	0	0.008434431	6.24E-05	0	0	0.000130625	0	0	0.025673401	0	0	0.007857611	0	0	0.000298543	0	0	0	0
OTU_427	6.22E-05	0	0	0	0	0	0	0	6.53E-05	0	0	0	0	0	0	0	0	0.000716503	0	0	0	0
OTU_155	0	0	0.000271592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000486086
OTU_495	0	0	6.79E-05	0	0	0.000187184	5.98E-05	0.000119768	0.000457188	0.000444078	0	0	0.000114561	0	0	6.40E-05	0	0.000119417	0.001154875	0	0	0
OTU_166	0	0	0.001086366	0	0	0	0	0	0.000718438	0.000824716	0.00012164	0	0	0.000762911	0	0	0	0	0	0	0.000282859	0
OTU_153	0	0.001175597	0.00129006	0	0	0.000623947	0	0.000359303	0	0.001585993	0	0.000491021	5.73E-05	0.0032277	0.000238109	0	0.005779182	0	0	0	0.011691495	0
OTU_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704225	0	0.001088348	0	0	0	0	0	0
OTU_147	0	0	0	0.002172509	0.001444252	0	0	0	0	0	0.002128695	0	0	0.000469484	0.003274004	0	0.000201599	0.001671841	0	0	0	0
OTU_215	0	0.001918079	0	0	0	0	0	0	0	0	0	0.001893939	0	0.001056338	0	0	0	0	0	0	0	0
OTU_112	0	0.000928103	0.007400869	0	0	0.000811131	5.98E-05	0	0	0	0	0	0	0.001349765	0	0	0	0	0	0.005181347	0.006600038	0
OTU_273	0	0.000928103	0	0	0	0	0	0	0	0	0	0	0	0.000176056	0	0	0	0	0	0	0	0
OTU_485	0	0.001546838	0	0	0	0	0	0	0	0	0	0	0	0.000528169	0	0	0	0	0	0	0	0
OTU_182	0	0	0	0	0.005545927	0	0	0	0	0	0	0	0	5.87E-05	0	0	0	0	0	0	0	0
OTU_55	0.006221227	0.002660562	0	0	0	0.002807762	0.000418485	0.000299419	0	0	0	7.01E-05	0	0.00258216	0.001964403	0.000640205	0.010684766	0.003283974	0	0.000174652	0	0
OTU_793	0	0.000742482	0	0	0	0	0	0	0	0	0	0	0	0.000586854	0.00089291	0	0	0	0	0	0	0
OTU_694	0	0.000123747	0	0	0.00017331	0	0	0	0	0	0	0	0	0.000586854	0	0	0	0	0	0	0	0
OTU_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176056	0	0	0.001209596	0	0	5.82E-05	0	0
OTU_265	0.000684335	0.000433115	6.79E-05	0	0	0	0	0	0	0	0	0	0	0.001525822	0.000119055	0	0.000671998	0	0.000243132	0	0	0.000364564
OTU_179	0	0.00105185	0.000543183	0	0	0	0	0	0	0	0.001033937	0	0	0.000176056	0	0.000704225	0	0.000238834	0.000303914	0	0	0
OTU_245	0	0.000494988	0	0	0	0	0	0	0	0	0.000851478	0	0	0.000410798	0.000714328	0	0	0	0	0	0	0.000607607
OTU_199	0	0.00315555	0	0	0	0	0	0.000359303	0	0	0	0	0	0.000821596	0	0	0	0	0.008631169	0	0	0
OTU_625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352113	0	0.000256082	0	0	0	0.000116435	0	0
OTU_515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821596	0	0	0	0	0	0.000349304	0	0
OTU_394	0	0	0	0	0	0	0	0	0	0	0.001338037	0	0	0.000234742	0	6.40E-05	0	0	0	0	0	0
OTU_881	0	0.001670585	0	0	0	0	0	0	0	0.001141915	0	0.000631313	0	0.000293427	0	0	0.002553592	0	0	0	0	0
OTU_220	0	0.001608712	0	0	0	6.24E-05	0	0	0	0	0.000669018	7.01E-05	0	0.000586854	0	0.000256082	0	0.000238834	0	0.000116435	0	0
OTU_953	0	0	0	0	0	6.24E-05	0	0	0	0.000253759	0.000243279	0	0	0.000176056	0	0	0	0	0	0	0	0
OTU_862	0	0.000804356	0	0	0	0	0	0	0	0	0	0	0	0.000704225	0	0	0	0	0	0	0	0
OTU_483	0	0.000185621	0	0	0	0	0	0	0	0	0	0	0	0.000352113	0.000119055	0	0	0	0	0	0	0
OTU_436	0	0.000866229	0	0	0	0	0	0	0	0	0	0	0	5.87E-05	0	0	0	0	0	0	0	0
OTU_438	0	0	0	0	0	0	0	0	0	0	0.000243279	0.000280584	0	0.000821596	0	0	0	0	0	0	0	0.000182282
OTU_853	0	0	0.000135796	0	5.78E-05	0	0	0.000119768	0	0	0	0	0	0.000586854	0.000238109	0	0	0	0.000121566	0	0	0
OTU_846	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000469484	0	0	0	0	0	0	0	0
OTU_487	0.000186637	0.000185621	0	0	0	0	0	0	0	0	0	0	0	0.000410798	0	0	0	0	0	0	0	0
OTU_1015	0.000248849	0	0	0	0	0	0	5.99E-05	0	0	0.000243279	0	0	0.000528169	0.004702661	0	0.004300786	0.000298543	0	0	0	0
OTU_449	0.000622123	0	0	0	0	0.000124789	0	0	0	0	0	0	0	0.000234742	0	0	0	5.97E-05	0	5.82E-05	0.000471431	0.000182282
OTU_930	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410798	0	0	0	0	0	0	0	0
OTU_1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234742	0	0	0	0	0	0	0	0
OTU_1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176056	0	0	0	0	0	0	0	0
OTU_186	6.22E-05	0.000247494	0.000678979	0	0	0	0	0	0	0.000824716	0	0	0.000572803	0.000176056	0	0	0	0.000537378	0	0.000291087	0	0
OTU_19	0	6.19E-05	0	0	5.78E-05	0.00224621	0	5.99E-05	0	0	0	0.039702581	0	5.87E-05	0.001190547	0	6.72E-05	0.107833771	0.004254802	0	0	0
OTU_505	0	0.000866229	0	0	0	0	0	0	0	0	0	0	0	5.87E-05	0	0	0	0	0	0	0	0
OTU_119	0	0	0	0	0.00011554	0	0	0	0	0	0.004318209	0	0	5.87E-05	0	0.001536492	0	0	0	0.000989696	0	0
OTU_941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_738	0	0	0	0	0	0	0	0.000119768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
